Date,Patient_County,Case_Status,Total_Cases,Completed_Isolations,Deaths,Hospitalizations,Population_2018
2021-04-03,Androscoggin,Confirmed,32,0,0,1,107679
2021-04-03,Androscoggin,Probable,24,0,0,0,107679
2021-04-03,Aroostook,Confirmed,9,0,0,0,67111
2021-04-03,Aroostook,Probable,1,0,0,0,67111
2021-04-03,Cumberland,Confirmed,29,0,0,0,293557
2021-04-03,Cumberland,Probable,27,0,0,0,293557
2021-04-03,Franklin,Confirmed,2,0,0,0,29897
2021-04-03,Franklin,Probable,0,0,0,0,29897
2021-04-03,Hancock,Confirmed,7,0,0,0,54811
2021-04-03,Hancock,Probable,2,0,0,0,54811
2021-04-03,Kennebec,Confirmed,9,0,0,0,122083
2021-04-03,Kennebec,Probable,28,0,0,0,122083
2021-04-03,Knox,Confirmed,0,0,0,0,39771
2021-04-03,Knox,Probable,0,0,0,0,39771
2021-04-03,Lincoln,Confirmed,5,0,0,0,34342
2021-04-03,Lincoln,Probable,0,0,0,0,34342
2021-04-03,Oxford,Confirmed,20,0,0,0,57618
2021-04-03,Oxford,Probable,6,0,0,0,57618
2021-04-03,Penobscot,Confirmed,11,0,0,0,151096
2021-04-03,Penobscot,Probable,8,0,0,0,151096
2021-04-03,Piscataquis,Confirmed,1,0,0,0,16800
2021-04-03,Piscataquis,Probable,0,0,0,0,16800
2021-04-03,Sagadahoc,Confirmed,12,0,0,0,35634
2021-04-03,Sagadahoc,Probable,0,0,0,0,35634
2021-04-03,Somerset,Confirmed,1,0,0,0,50592
2021-04-03,Somerset,Probable,7,0,0,0,50592
2021-04-03,Waldo,Confirmed,1,0,0,0,39694
2021-04-03,Waldo,Probable,0,0,0,0,39694
2021-04-03,Washington,Confirmed,1,0,0,0,31490
2021-04-03,Washington,Probable,4,0,0,0,31490
2021-04-03,York,Confirmed,34,0,0,0,206229
2021-04-03,York,Probable,14,0,0,0,206229
2021-04-02,Androscoggin,Confirmed,20,0,0,1,107679
2021-04-02,Androscoggin,Probable,8,0,0,0,107679
2021-04-02,Aroostook,Confirmed,3,0,0,0,67111
2021-04-02,Aroostook,Probable,2,0,0,0,67111
2021-04-02,Cumberland,Confirmed,33,0,0,1,293557
2021-04-02,Cumberland,Probable,19,0,0,0,293557
2021-04-02,Franklin,Confirmed,3,0,0,0,29897
2021-04-02,Franklin,Probable,0,0,0,0,29897
2021-04-02,Hancock,Confirmed,3,0,0,0,54811
2021-04-02,Hancock,Probable,1,0,0,1,54811
2021-04-02,Kennebec,Confirmed,12,0,0,0,122083
2021-04-02,Kennebec,Probable,14,0,0,0,122083
2021-04-02,Knox,Confirmed,3,0,0,0,39771
2021-04-02,Knox,Probable,0,0,0,0,39771
2021-04-02,Lincoln,Confirmed,7,0,0,0,34342
2021-04-02,Lincoln,Probable,0,0,0,0,34342
2021-04-02,Oxford,Confirmed,7,0,0,0,57618
2021-04-02,Oxford,Probable,3,0,0,0,57618
2021-04-02,Penobscot,Confirmed,23,0,0,0,151096
2021-04-02,Penobscot,Probable,7,0,0,0,151096
2021-04-02,Piscataquis,Confirmed,0,0,0,0,16800
2021-04-02,Piscataquis,Probable,0,0,0,0,16800
2021-04-02,Sagadahoc,Confirmed,6,0,0,0,35634
2021-04-02,Sagadahoc,Probable,0,0,0,0,35634
2021-04-02,Somerset,Confirmed,9,0,0,0,50592
2021-04-02,Somerset,Probable,3,0,0,0,50592
2021-04-02,Waldo,Confirmed,1,0,0,0,39694
2021-04-02,Waldo,Probable,0,0,0,0,39694
2021-04-02,Washington,Confirmed,2,0,0,1,31490
2021-04-02,Washington,Probable,5,0,0,0,31490
2021-04-02,York,Confirmed,55,0,0,0,206229
2021-04-02,York,Probable,31,0,0,0,206229
2021-04-01,Androscoggin,Confirmed,48,0,0,1,107679
2021-04-01,Androscoggin,Probable,29,0,0,0,107679
2021-04-01,Aroostook,Confirmed,10,0,0,1,67111
2021-04-01,Aroostook,Probable,3,0,0,0,67111
2021-04-01,Cumberland,Confirmed,39,0,0,2,293557
2021-04-01,Cumberland,Probable,22,0,0,0,293557
2021-04-01,Franklin,Confirmed,4,0,0,0,29897
2021-04-01,Franklin,Probable,2,0,0,0,29897
2021-04-01,Hancock,Confirmed,6,0,0,0,54811
2021-04-01,Hancock,Probable,6,0,0,0,54811
2021-04-01,Kennebec,Confirmed,25,0,0,1,122083
2021-04-01,Kennebec,Probable,22,0,0,0,122083
2021-04-01,Knox,Confirmed,6,0,0,0,39771
2021-04-01,Knox,Probable,1,0,0,0,39771
2021-04-01,Lincoln,Confirmed,5,0,0,0,34342
2021-04-01,Lincoln,Probable,2,0,0,0,34342
2021-04-01,Oxford,Confirmed,26,0,0,1,57618
2021-04-01,Oxford,Probable,15,0,0,0,57618
2021-04-01,Penobscot,Confirmed,12,0,0,0,151096
2021-04-01,Penobscot,Probable,14,0,0,0,151096
2021-04-01,Piscataquis,Confirmed,0,0,0,0,16800
2021-04-01,Piscataquis,Probable,0,0,0,0,16800
2021-04-01,Sagadahoc,Confirmed,5,0,0,0,35634
2021-04-01,Sagadahoc,Probable,2,0,0,0,35634
2021-04-01,Somerset,Confirmed,8,0,0,0,50592
2021-04-01,Somerset,Probable,7,0,0,0,50592
2021-04-01,Waldo,Confirmed,7,0,0,0,39694
2021-04-01,Waldo,Probable,3,0,0,0,39694
2021-04-01,Washington,Confirmed,1,0,0,0,31490
2021-04-01,Washington,Probable,1,0,0,0,31490
2021-04-01,York,Confirmed,54,0,0,2,206229
2021-04-01,York,Probable,16,0,0,1,206229
2021-03-31,Androscoggin,Confirmed,6,0,0,1,107679
2021-03-31,Androscoggin,Probable,20,0,0,0,107679
2021-03-31,Aroostook,Confirmed,4,0,0,1,67111
2021-03-31,Aroostook,Probable,5,0,0,0,67111
2021-03-31,Cumberland,Confirmed,40,0,0,1,293557
2021-03-31,Cumberland,Probable,18,0,0,0,293557
2021-03-31,Franklin,Confirmed,5,0,0,1,29897
2021-03-31,Franklin,Probable,0,0,0,0,29897
2021-03-31,Hancock,Confirmed,10,0,0,0,54811
2021-03-31,Hancock,Probable,2,0,0,0,54811
2021-03-31,Kennebec,Confirmed,17,0,0,0,122083
2021-03-31,Kennebec,Probable,9,0,0,0,122083
2021-03-31,Knox,Confirmed,2,0,0,0,39771
2021-03-31,Knox,Probable,1,0,0,0,39771
2021-03-31,Lincoln,Confirmed,5,0,0,0,34342
2021-03-31,Lincoln,Probable,0,0,0,0,34342
2021-03-31,Oxford,Confirmed,3,0,0,1,57618
2021-03-31,Oxford,Probable,7,0,0,0,57618
2021-03-31,Penobscot,Confirmed,24,0,0,0,151096
2021-03-31,Penobscot,Probable,19,0,0,0,151096
2021-03-31,Piscataquis,Confirmed,1,0,0,0,16800
2021-03-31,Piscataquis,Probable,3,0,0,0,16800
2021-03-31,Sagadahoc,Confirmed,7,0,0,0,35634
2021-03-31,Sagadahoc,Probable,0,0,0,0,35634
2021-03-31,Somerset,Confirmed,9,0,0,0,50592
2021-03-31,Somerset,Probable,15,0,0,0,50592
2021-03-31,Waldo,Confirmed,4,0,0,0,39694
2021-03-31,Waldo,Probable,0,0,0,0,39694
2021-03-31,Washington,Confirmed,2,0,0,0,31490
2021-03-31,Washington,Probable,2,0,0,0,31490
2021-03-31,York,Confirmed,48,0,1,0,206229
2021-03-31,York,Probable,11,0,0,0,206229
2021-03-30,Androscoggin,Confirmed,2,0,0,0,107679
2021-03-30,Androscoggin,Probable,17,0,0,0,107679
2021-03-30,Aroostook,Confirmed,2,0,0,0,67111
2021-03-30,Aroostook,Probable,1,0,0,0,67111
2021-03-30,Cumberland,Confirmed,35,0,0,0,293557
2021-03-30,Cumberland,Probable,24,0,0,0,293557
2021-03-30,Franklin,Confirmed,0,1,0,0,29897
2021-03-30,Franklin,Probable,2,0,0,0,29897
2021-03-30,Hancock,Confirmed,4,0,0,0,54811
2021-03-30,Hancock,Probable,5,0,0,0,54811
2021-03-30,Kennebec,Confirmed,13,0,0,0,122083
2021-03-30,Kennebec,Probable,20,1,0,0,122083
2021-03-30,Knox,Confirmed,1,1,0,0,39771
2021-03-30,Knox,Probable,2,0,0,0,39771
2021-03-30,Lincoln,Confirmed,2,0,0,0,34342
2021-03-30,Lincoln,Probable,1,0,0,0,34342
2021-03-30,Oxford,Confirmed,0,1,0,0,57618
2021-03-30,Oxford,Probable,12,1,0,0,57618
2021-03-30,Penobscot,Confirmed,4,0,0,0,151096
2021-03-30,Penobscot,Probable,24,0,0,0,151096
2021-03-30,Piscataquis,Confirmed,1,0,0,0,16800
2021-03-30,Piscataquis,Probable,1,0,0,0,16800
2021-03-30,Sagadahoc,Confirmed,2,0,0,0,35634
2021-03-30,Sagadahoc,Probable,0,0,0,0,35634
2021-03-30,Somerset,Confirmed,1,1,1,0,50592
2021-03-30,Somerset,Probable,3,1,0,0,50592
2021-03-30,Waldo,Confirmed,1,0,0,1,39694
2021-03-30,Waldo,Probable,0,0,0,0,39694
2021-03-30,Washington,Confirmed,0,0,0,0,31490
2021-03-30,Washington,Probable,4,0,0,0,31490
2021-03-30,York,Confirmed,51,0,0,0,206229
2021-03-30,York,Probable,16,2,0,0,206229
2021-03-29,Androscoggin,Confirmed,16,1,0,0,107679
2021-03-29,Androscoggin,Probable,5,0,0,0,107679
2021-03-29,Aroostook,Confirmed,4,0,0,0,67111
2021-03-29,Aroostook,Probable,0,0,0,0,67111
2021-03-29,Cumberland,Confirmed,31,0,0,2,293557
2021-03-29,Cumberland,Probable,31,0,0,0,293557
2021-03-29,Franklin,Confirmed,0,0,0,0,29897
2021-03-29,Franklin,Probable,2,0,0,0,29897
2021-03-29,Hancock,Confirmed,1,0,0,0,54811
2021-03-29,Hancock,Probable,2,0,0,0,54811
2021-03-29,Kennebec,Confirmed,8,1,1,1,122083
2021-03-29,Kennebec,Probable,15,0,0,0,122083
2021-03-29,Knox,Confirmed,3,0,0,0,39771
2021-03-29,Knox,Probable,2,0,0,0,39771
2021-03-29,Lincoln,Confirmed,2,0,0,0,34342
2021-03-29,Lincoln,Probable,0,0,0,0,34342
2021-03-29,Oxford,Confirmed,8,0,1,0,57618
2021-03-29,Oxford,Probable,2,1,0,0,57618
2021-03-29,Penobscot,Confirmed,12,0,0,0,151096
2021-03-29,Penobscot,Probable,14,0,0,0,151096
2021-03-29,Piscataquis,Confirmed,0,0,0,0,16800
2021-03-29,Piscataquis,Probable,2,0,0,0,16800
2021-03-29,Sagadahoc,Confirmed,6,0,0,0,35634
2021-03-29,Sagadahoc,Probable,1,0,0,0,35634
2021-03-29,Somerset,Confirmed,3,0,0,0,50592
2021-03-29,Somerset,Probable,1,0,0,0,50592
2021-03-29,Waldo,Confirmed,5,0,0,0,39694
2021-03-29,Waldo,Probable,1,0,0,0,39694
2021-03-29,Washington,Confirmed,0,0,0,0,31490
2021-03-29,Washington,Probable,0,0,0,0,31490
2021-03-29,York,Confirmed,21,1,0,0,206229
2021-03-29,York,Probable,28,0,0,0,206229
2021-03-28,Androscoggin,Confirmed,10,1,0,3,107679
2021-03-28,Androscoggin,Probable,4,0,0,0,107679
2021-03-28,Aroostook,Confirmed,5,0,0,0,67111
2021-03-28,Aroostook,Probable,0,0,0,0,67111
2021-03-28,Cumberland,Confirmed,31,0,1,0,293557
2021-03-28,Cumberland,Probable,5,0,0,0,293557
2021-03-28,Franklin,Confirmed,4,1,0,1,29897
2021-03-28,Franklin,Probable,0,0,0,0,29897
2021-03-28,Hancock,Confirmed,4,0,0,0,54811
2021-03-28,Hancock,Probable,3,0,0,0,54811
2021-03-28,Kennebec,Confirmed,17,0,0,1,122083
2021-03-28,Kennebec,Probable,6,1,0,0,122083
2021-03-28,Knox,Confirmed,1,0,0,0,39771
2021-03-28,Knox,Probable,0,0,0,0,39771
2021-03-28,Lincoln,Confirmed,3,0,0,0,34342
2021-03-28,Lincoln,Probable,0,0,0,0,34342
2021-03-28,Oxford,Confirmed,18,1,0,0,57618
2021-03-28,Oxford,Probable,0,0,0,0,57618
2021-03-28,Penobscot,Confirmed,14,0,0,0,151096
2021-03-28,Penobscot,Probable,4,0,0,0,151096
2021-03-28,Piscataquis,Confirmed,1,0,0,0,16800
2021-03-28,Piscataquis,Probable,0,0,0,0,16800
2021-03-28,Sagadahoc,Confirmed,3,0,0,0,35634
2021-03-28,Sagadahoc,Probable,0,0,0,0,35634
2021-03-28,Somerset,Confirmed,5,0,0,0,50592
2021-03-28,Somerset,Probable,6,0,0,0,50592
2021-03-28,Waldo,Confirmed,4,0,0,0,39694
2021-03-28,Waldo,Probable,0,0,0,0,39694
2021-03-28,Washington,Confirmed,0,0,0,0,31490
2021-03-28,Washington,Probable,0,0,0,0,31490
2021-03-28,York,Confirmed,34,1,0,0,206229
2021-03-28,York,Probable,3,0,0,0,206229
2021-03-27,Androscoggin,Confirmed,18,0,0,0,107679
2021-03-27,Androscoggin,Probable,8,1,0,0,107679
2021-03-27,Aroostook,Confirmed,0,0,0,0,67111
2021-03-27,Aroostook,Probable,1,0,0,0,67111
2021-03-27,Cumberland,Confirmed,25,0,0,0,293557
2021-03-27,Cumberland,Probable,19,0,0,0,293557
2021-03-27,Franklin,Confirmed,1,0,0,0,29897
2021-03-27,Franklin,Probable,1,0,0,0,29897
2021-03-27,Hancock,Confirmed,0,0,0,0,54811
2021-03-27,Hancock,Probable,7,0,0,0,54811
2021-03-27,Kennebec,Confirmed,8,0,0,0,122083
2021-03-27,Kennebec,Probable,11,1,0,1,122083
2021-03-27,Knox,Confirmed,1,0,0,0,39771
2021-03-27,Knox,Probable,1,0,0,0,39771
2021-03-27,Lincoln,Confirmed,1,0,0,0,34342
2021-03-27,Lincoln,Probable,0,0,0,0,34342
2021-03-27,Oxford,Confirmed,5,0,0,2,57618
2021-03-27,Oxford,Probable,3,0,0,0,57618
2021-03-27,Penobscot,Confirmed,2,0,0,0,151096
2021-03-27,Penobscot,Probable,16,0,0,0,151096
2021-03-27,Piscataquis,Confirmed,0,0,0,0,16800
2021-03-27,Piscataquis,Probable,2,0,0,0,16800
2021-03-27,Sagadahoc,Confirmed,2,0,0,0,35634
2021-03-27,Sagadahoc,Probable,2,0,0,0,35634
2021-03-27,Somerset,Confirmed,1,0,0,0,50592
2021-03-27,Somerset,Probable,2,0,0,0,50592
2021-03-27,Waldo,Confirmed,5,1,0,0,39694
2021-03-27,Waldo,Probable,1,0,0,0,39694
2021-03-27,Washington,Confirmed,0,0,0,0,31490
2021-03-27,Washington,Probable,0,0,0,0,31490
2021-03-27,York,Confirmed,35,0,0,1,206229
2021-03-27,York,Probable,17,0,0,0,206229
2021-03-26,Androscoggin,Confirmed,19,1,1,0,107679
2021-03-26,Androscoggin,Probable,2,0,0,0,107679
2021-03-26,Aroostook,Confirmed,5,0,0,0,67111
2021-03-26,Aroostook,Probable,2,0,0,0,67111
2021-03-26,Cumberland,Confirmed,32,0,0,1,293557
2021-03-26,Cumberland,Probable,19,0,0,0,293557
2021-03-26,Franklin,Confirmed,3,0,0,0,29897
2021-03-26,Franklin,Probable,0,0,0,0,29897
2021-03-26,Hancock,Confirmed,8,0,0,0,54811
2021-03-26,Hancock,Probable,2,0,0,0,54811
2021-03-26,Kennebec,Confirmed,14,0,1,1,122083
2021-03-26,Kennebec,Probable,4,1,0,0,122083
2021-03-26,Knox,Confirmed,4,0,0,0,39771
2021-03-26,Knox,Probable,0,0,0,0,39771
2021-03-26,Lincoln,Confirmed,3,0,0,0,34342
2021-03-26,Lincoln,Probable,3,0,0,0,34342
2021-03-26,Oxford,Confirmed,14,0,0,1,57618
2021-03-26,Oxford,Probable,0,1,0,0,57618
2021-03-26,Penobscot,Confirmed,25,0,1,0,151096
2021-03-26,Penobscot,Probable,6,0,0,0,151096
2021-03-26,Piscataquis,Confirmed,2,0,0,0,16800
2021-03-26,Piscataquis,Probable,0,0,0,0,16800
2021-03-26,Sagadahoc,Confirmed,3,0,0,0,35634
2021-03-26,Sagadahoc,Probable,1,0,0,0,35634
2021-03-26,Somerset,Confirmed,9,0,0,0,50592
2021-03-26,Somerset,Probable,2,0,0,0,50592
2021-03-26,Waldo,Confirmed,2,0,0,0,39694
2021-03-26,Waldo,Probable,0,0,0,0,39694
2021-03-26,Washington,Confirmed,0,0,0,0,31490
2021-03-26,Washington,Probable,2,0,0,0,31490
2021-03-26,York,Confirmed,18,1,0,0,206229
2021-03-26,York,Probable,8,0,0,0,206229
2021-03-25,Androscoggin,Confirmed,4,2,0,0,107679
2021-03-25,Androscoggin,Probable,20,0,0,0,107679
2021-03-25,Aroostook,Confirmed,0,0,0,1,67111
2021-03-25,Aroostook,Probable,4,0,0,0,67111
2021-03-25,Cumberland,Confirmed,8,1,0,0,293557
2021-03-25,Cumberland,Probable,28,0,0,0,293557
2021-03-25,Franklin,Confirmed,0,0,0,0,29897
2021-03-25,Franklin,Probable,0,0,0,0,29897
2021-03-25,Hancock,Confirmed,0,0,0,0,54811
2021-03-25,Hancock,Probable,4,0,0,0,54811
2021-03-25,Kennebec,Confirmed,6,0,0,0,122083
2021-03-25,Kennebec,Probable,22,0,0,0,122083
2021-03-25,Knox,Confirmed,1,0,0,0,39771
2021-03-25,Knox,Probable,9,0,0,0,39771
2021-03-25,Lincoln,Confirmed,0,1,0,0,34342
2021-03-25,Lincoln,Probable,3,0,0,0,34342
2021-03-25,Oxford,Confirmed,7,0,0,0,57618
2021-03-25,Oxford,Probable,15,0,0,0,57618
2021-03-25,Penobscot,Confirmed,10,0,0,0,151096
2021-03-25,Penobscot,Probable,16,1,0,0,151096
2021-03-25,Piscataquis,Confirmed,0,0,1,0,16800
2021-03-25,Piscataquis,Probable,1,0,0,0,16800
2021-03-25,Sagadahoc,Confirmed,0,0,0,0,35634
2021-03-25,Sagadahoc,Probable,4,0,0,0,35634
2021-03-25,Somerset,Confirmed,1,0,0,0,50592
2021-03-25,Somerset,Probable,4,0,0,0,50592
2021-03-25,Waldo,Confirmed,3,0,0,0,39694
2021-03-25,Waldo,Probable,1,1,0,0,39694
2021-03-25,Washington,Confirmed,0,0,0,0,31490
2021-03-25,Washington,Probable,2,0,0,0,31490
2021-03-25,York,Confirmed,35,2,0,2,206229
2021-03-25,York,Probable,44,0,0,0,206229
2021-03-24,Androscoggin,Confirmed,15,0,0,0,107679
2021-03-24,Androscoggin,Probable,8,2,0,0,107679
2021-03-24,Aroostook,Confirmed,1,0,0,1,67111
2021-03-24,Aroostook,Probable,4,0,0,0,67111
2021-03-24,Cumberland,Confirmed,35,2,0,1,293557
2021-03-24,Cumberland,Probable,17,0,0,0,293557
2021-03-24,Franklin,Confirmed,2,0,0,0,29897
2021-03-24,Franklin,Probable,0,0,0,0,29897
2021-03-24,Hancock,Confirmed,0,0,0,0,54811
2021-03-24,Hancock,Probable,4,0,0,0,54811
2021-03-24,Kennebec,Confirmed,10,0,1,1,122083
2021-03-24,Kennebec,Probable,4,0,0,0,122083
2021-03-24,Knox,Confirmed,3,0,0,1,39771
2021-03-24,Knox,Probable,0,0,0,0,39771
2021-03-24,Lincoln,Confirmed,6,0,0,0,34342
2021-03-24,Lincoln,Probable,0,0,0,0,34342
2021-03-24,Oxford,Confirmed,15,0,1,0,57618
2021-03-24,Oxford,Probable,5,0,0,0,57618
2021-03-24,Penobscot,Confirmed,15,0,0,0,151096
2021-03-24,Penobscot,Probable,17,0,0,0,151096
2021-03-24,Piscataquis,Confirmed,1,0,0,0,16800
2021-03-24,Piscataquis,Probable,0,0,0,0,16800
2021-03-24,Sagadahoc,Confirmed,4,0,0,0,35634
2021-03-24,Sagadahoc,Probable,0,0,0,0,35634
2021-03-24,Somerset,Confirmed,3,0,0,0,50592
2021-03-24,Somerset,Probable,5,0,0,0,50592
2021-03-24,Waldo,Confirmed,3,0,0,0,39694
2021-03-24,Waldo,Probable,0,0,0,0,39694
2021-03-24,Washington,Confirmed,1,0,0,0,31490
2021-03-24,Washington,Probable,0,0,0,0,31490
2021-03-24,York,Confirmed,34,1,0,0,206229
2021-03-24,York,Probable,6,1,0,0,206229
2021-03-23,Androscoggin,Confirmed,11,1,0,0,107679
2021-03-23,Androscoggin,Probable,1,0,0,0,107679
2021-03-23,Aroostook,Confirmed,5,0,0,0,67111
2021-03-23,Aroostook,Probable,0,0,0,0,67111
2021-03-23,Cumberland,Confirmed,41,1,0,1,293557
2021-03-23,Cumberland,Probable,3,1,0,0,293557
2021-03-23,Franklin,Confirmed,4,0,0,0,29897
2021-03-23,Franklin,Probable,0,1,0,0,29897
2021-03-23,Hancock,Confirmed,3,0,0,0,54811
2021-03-23,Hancock,Probable,4,0,0,0,54811
2021-03-23,Kennebec,Confirmed,15,0,0,3,122083
2021-03-23,Kennebec,Probable,12,0,0,0,122083
2021-03-23,Knox,Confirmed,10,0,0,0,39771
2021-03-23,Knox,Probable,1,0,0,0,39771
2021-03-23,Lincoln,Confirmed,0,0,0,0,34342
2021-03-23,Lincoln,Probable,0,0,0,0,34342
2021-03-23,Oxford,Confirmed,21,0,0,0,57618
2021-03-23,Oxford,Probable,0,0,0,0,57618
2021-03-23,Penobscot,Confirmed,18,0,0,1,151096
2021-03-23,Penobscot,Probable,6,1,0,0,151096
2021-03-23,Piscataquis,Confirmed,0,0,0,0,16800
2021-03-23,Piscataquis,Probable,0,0,0,0,16800
2021-03-23,Sagadahoc,Confirmed,1,0,0,0,35634
2021-03-23,Sagadahoc,Probable,3,0,0,0,35634
2021-03-23,Somerset,Confirmed,2,0,0,0,50592
2021-03-23,Somerset,Probable,0,0,0,0,50592
2021-03-23,Waldo,Confirmed,5,0,0,0,39694
2021-03-23,Waldo,Probable,0,0,0,0,39694
2021-03-23,Washington,Confirmed,0,0,0,0,31490
2021-03-23,Washington,Probable,0,0,0,1,31490
2021-03-23,York,Confirmed,41,0,0,1,206229
2021-03-23,York,Probable,1,0,0,0,206229
2021-03-22,Androscoggin,Confirmed,12,1,0,3,107679
2021-03-22,Androscoggin,Probable,1,1,0,0,107679
2021-03-22,Aroostook,Confirmed,5,0,0,0,67111
2021-03-22,Aroostook,Probable,0,0,0,0,67111
2021-03-22,Cumberland,Confirmed,21,2,0,0,293557
2021-03-22,Cumberland,Probable,8,0,0,0,293557
2021-03-22,Franklin,Confirmed,1,0,0,0,29897
2021-03-22,Franklin,Probable,0,0,0,0,29897
2021-03-22,Hancock,Confirmed,2,0,0,0,54811
2021-03-22,Hancock,Probable,1,0,0,0,54811
2021-03-22,Kennebec,Confirmed,5,0,1,0,122083
2021-03-22,Kennebec,Probable,1,0,0,0,122083
2021-03-22,Knox,Confirmed,0,0,0,0,39771
2021-03-22,Knox,Probable,0,0,0,0,39771
2021-03-22,Lincoln,Confirmed,3,0,0,0,34342
2021-03-22,Lincoln,Probable,0,0,0,0,34342
2021-03-22,Oxford,Confirmed,8,0,0,0,57618
2021-03-22,Oxford,Probable,2,1,0,0,57618
2021-03-22,Penobscot,Confirmed,13,0,0,0,151096
2021-03-22,Penobscot,Probable,9,0,0,0,151096
2021-03-22,Piscataquis,Confirmed,0,0,0,0,16800
2021-03-22,Piscataquis,Probable,0,0,0,0,16800
2021-03-22,Sagadahoc,Confirmed,3,0,0,0,35634
2021-03-22,Sagadahoc,Probable,1,0,0,0,35634
2021-03-22,Somerset,Confirmed,1,0,0,0,50592
2021-03-22,Somerset,Probable,4,0,0,0,50592
2021-03-22,Waldo,Confirmed,0,0,0,0,39694
2021-03-22,Waldo,Probable,0,0,0,0,39694
2021-03-22,Washington,Confirmed,0,0,0,0,31490
2021-03-22,Washington,Probable,0,0,0,0,31490
2021-03-22,York,Confirmed,29,1,0,0,206229
2021-03-22,York,Probable,6,0,0,0,206229
2021-03-21,Androscoggin,Confirmed,17,1,0,0,107679
2021-03-21,Androscoggin,Probable,1,3,0,0,107679
2021-03-21,Aroostook,Confirmed,5,0,0,0,67111
2021-03-21,Aroostook,Probable,1,0,0,0,67111
2021-03-21,Cumberland,Confirmed,33,1,1,0,293557
2021-03-21,Cumberland,Probable,8,0,0,0,293557
2021-03-21,Franklin,Confirmed,5,0,0,0,29897
2021-03-21,Franklin,Probable,0,0,0,0,29897
2021-03-21,Hancock,Confirmed,1,0,0,0,54811
2021-03-21,Hancock,Probable,5,0,0,0,54811
2021-03-21,Kennebec,Confirmed,19,2,0,0,122083
2021-03-21,Kennebec,Probable,2,0,0,0,122083
2021-03-21,Knox,Confirmed,4,0,0,0,39771
2021-03-21,Knox,Probable,0,0,0,0,39771
2021-03-21,Lincoln,Confirmed,0,0,0,0,34342
2021-03-21,Lincoln,Probable,0,0,0,0,34342
2021-03-21,Oxford,Confirmed,11,0,0,0,57618
2021-03-21,Oxford,Probable,0,1,0,0,57618
2021-03-21,Penobscot,Confirmed,16,0,0,2,151096
2021-03-21,Penobscot,Probable,5,0,0,0,151096
2021-03-21,Piscataquis,Confirmed,0,0,0,0,16800
2021-03-21,Piscataquis,Probable,0,0,0,0,16800
2021-03-21,Sagadahoc,Confirmed,3,0,0,0,35634
2021-03-21,Sagadahoc,Probable,0,0,0,0,35634
2021-03-21,Somerset,Confirmed,5,0,0,0,50592
2021-03-21,Somerset,Probable,0,0,0,0,50592
2021-03-21,Waldo,Confirmed,2,0,0,0,39694
2021-03-21,Waldo,Probable,0,0,0,0,39694
2021-03-21,Washington,Confirmed,0,0,0,0,31490
2021-03-21,Washington,Probable,0,0,0,0,31490
2021-03-21,York,Confirmed,33,1,0,0,206229
2021-03-21,York,Probable,3,0,0,0,206229
2021-03-20,Androscoggin,Confirmed,1,0,1,0,107679
2021-03-20,Androscoggin,Probable,8,0,0,0,107679
2021-03-20,Aroostook,Confirmed,1,0,0,0,67111
2021-03-20,Aroostook,Probable,7,1,0,0,67111
2021-03-20,Cumberland,Confirmed,15,1,0,1,293557
2021-03-20,Cumberland,Probable,19,0,0,0,293557
2021-03-20,Franklin,Confirmed,0,0,0,0,29897
2021-03-20,Franklin,Probable,2,0,0,0,29897
2021-03-20,Hancock,Confirmed,2,0,0,0,54811
2021-03-20,Hancock,Probable,1,0,0,0,54811
2021-03-20,Kennebec,Confirmed,6,0,0,1,122083
2021-03-20,Kennebec,Probable,12,0,0,0,122083
2021-03-20,Knox,Confirmed,5,0,0,0,39771
2021-03-20,Knox,Probable,1,0,0,0,39771
2021-03-20,Lincoln,Confirmed,0,0,0,0,34342
2021-03-20,Lincoln,Probable,1,0,0,0,34342
2021-03-20,Oxford,Confirmed,7,0,0,0,57618
2021-03-20,Oxford,Probable,3,0,0,0,57618
2021-03-20,Penobscot,Confirmed,16,0,0,0,151096
2021-03-20,Penobscot,Probable,14,0,0,0,151096
2021-03-20,Piscataquis,Confirmed,0,0,0,0,16800
2021-03-20,Piscataquis,Probable,0,1,0,0,16800
2021-03-20,Sagadahoc,Confirmed,2,0,0,0,35634
2021-03-20,Sagadahoc,Probable,0,0,0,0,35634
2021-03-20,Somerset,Confirmed,2,1,0,0,50592
2021-03-20,Somerset,Probable,0,1,0,0,50592
2021-03-20,Waldo,Confirmed,1,0,0,0,39694
2021-03-20,Waldo,Probable,0,0,0,0,39694
2021-03-20,Washington,Confirmed,3,0,0,0,31490
2021-03-20,Washington,Probable,2,0,0,0,31490
2021-03-20,York,Confirmed,28,0,0,1,206229
2021-03-20,York,Probable,13,0,0,0,206229
2021-03-19,Androscoggin,Confirmed,9,0,0,1,107679
2021-03-19,Androscoggin,Probable,1,0,0,0,107679
2021-03-19,Aroostook,Confirmed,3,0,0,0,67111
2021-03-19,Aroostook,Probable,5,0,0,0,67111
2021-03-19,Cumberland,Confirmed,37,0,0,1,293557
2021-03-19,Cumberland,Probable,9,0,0,0,293557
2021-03-19,Franklin,Confirmed,1,0,0,0,29897
2021-03-19,Franklin,Probable,2,0,0,0,29897
2021-03-19,Hancock,Confirmed,1,0,0,0,54811
2021-03-19,Hancock,Probable,2,0,0,0,54811
