Date,Patient_County,Case_Status,Total_Cases,Completed_Isolations,Deaths,Hospitalizations,Population_2018
2020-09-14,Aroostook,Confirmed,0,0,0,0,67111
2020-09-14,Aroostook,Probable,0,0,0,0,67111
2020-09-14,Cumberland,Confirmed,0,1,0,0,293557
2020-09-14,Cumberland,Probable,0,0,0,0,293557
2020-09-14,Franklin,Confirmed,0,0,0,0,29897
2020-09-14,Franklin,Probable,0,0,0,0,29897
2020-09-14,Hancock,Confirmed,0,0,0,0,54811
2020-09-14,Hancock,Probable,0,0,0,0,54811
2020-09-14,Kennebec,Confirmed,0,1,0,0,122083
2020-09-14,Kennebec,Probable,0,0,0,0,122083
2020-09-14,Knox,Confirmed,0,0,0,0,39771
2020-09-14,Knox,Probable,0,0,0,0,39771
2020-09-14,Lincoln,Confirmed,0,0,0,0,34342
2020-09-14,Lincoln,Probable,0,0,0,0,34342
2020-09-14,Oxford,Confirmed,5,1,0,0,57618
2020-09-14,Oxford,Probable,0,0,0,0,57618
2020-09-14,Penobscot,Confirmed,0,2,0,0,151096
2020-09-14,Penobscot,Probable,0,0,0,0,151096
2020-09-14,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-14,Piscataquis,Probable,0,0,0,0,16800
2020-09-14,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-14,Sagadahoc,Probable,0,0,0,0,35634
2020-09-14,Somerset,Confirmed,0,1,0,0,50592
2020-09-14,Somerset,Probable,0,0,0,0,50592
2020-09-14,Waldo,Confirmed,0,0,0,0,39694
2020-09-14,Waldo,Probable,0,0,0,0,39694
2020-09-14,Washington,Confirmed,0,0,0,0,31490
2020-09-14,Washington,Probable,0,0,0,0,31490
2020-09-14,York,Confirmed,9,15,0,1,206229
2020-09-14,York,Probable,0,1,0,0,206229
2020-09-13,Androscoggin,Confirmed,5,1,0,0,107679
2020-09-13,Androscoggin,Probable,1,0,0,0,107679
2020-09-13,Aroostook,Confirmed,0,0,0,0,67111
2020-09-13,Aroostook,Probable,1,0,0,0,67111
2020-09-13,Cumberland,Confirmed,1,6,0,0,293557
2020-09-13,Cumberland,Probable,2,0,0,0,293557
2020-09-13,Franklin,Confirmed,0,0,0,0,29897
2020-09-13,Franklin,Probable,0,0,0,0,29897
2020-09-13,Hancock,Confirmed,0,1,0,0,54811
2020-09-13,Hancock,Probable,1,0,0,0,54811
2020-09-13,Kennebec,Confirmed,0,1,0,0,122083
2020-09-13,Kennebec,Probable,0,0,0,0,122083
2020-09-13,Knox,Confirmed,0,0,0,0,39771
2020-09-13,Knox,Probable,0,0,0,0,39771
2020-09-13,Lincoln,Confirmed,1,0,0,0,34342
2020-09-13,Lincoln,Probable,0,0,0,0,34342
2020-09-13,Oxford,Confirmed,1,0,0,0,57618
2020-09-13,Oxford,Probable,0,0,0,0,57618
2020-09-13,Penobscot,Confirmed,0,0,0,0,151096
2020-09-13,Penobscot,Probable,0,0,0,0,151096
2020-09-13,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-13,Piscataquis,Probable,0,0,0,0,16800
2020-09-13,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-13,Sagadahoc,Probable,0,0,0,0,35634
2020-09-13,Somerset,Confirmed,11,0,1,0,50592
2020-09-13,Somerset,Probable,0,0,0,0,50592
2020-09-13,Waldo,Confirmed,0,0,0,0,39694
2020-09-13,Waldo,Probable,0,0,0,0,39694
2020-09-13,Washington,Confirmed,0,0,0,0,31490
2020-09-13,Washington,Probable,0,0,0,0,31490
2020-09-13,York,Confirmed,5,2,0,0,206229
2020-09-13,York,Probable,3,1,0,0,206229
2020-09-12,Androscoggin,Confirmed,5,2,0,0,107679
2020-09-12,Androscoggin,Probable,1,0,0,0,107679
2020-09-12,Aroostook,Confirmed,0,1,0,0,67111
2020-09-12,Aroostook,Probable,0,0,0,0,67111
2020-09-12,Cumberland,Confirmed,8,1,0,0,293557
2020-09-12,Cumberland,Probable,0,0,0,0,293557
2020-09-12,Franklin,Confirmed,0,0,0,0,29897
2020-09-12,Franklin,Probable,0,0,0,0,29897
2020-09-12,Hancock,Confirmed,0,0,0,0,54811
2020-09-12,Hancock,Probable,0,0,0,0,54811
2020-09-12,Kennebec,Confirmed,1,0,0,0,122083
2020-09-12,Kennebec,Probable,0,0,0,0,122083
2020-09-12,Knox,Confirmed,0,0,0,0,39771
2020-09-12,Knox,Probable,0,0,0,0,39771
2020-09-12,Lincoln,Confirmed,2,0,0,0,34342
2020-09-12,Lincoln,Probable,0,0,0,0,34342
2020-09-12,Oxford,Confirmed,1,1,0,0,57618
2020-09-12,Oxford,Probable,0,0,0,0,57618
2020-09-12,Penobscot,Confirmed,1,0,0,0,151096
2020-09-12,Penobscot,Probable,0,0,0,0,151096
2020-09-12,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-12,Piscataquis,Probable,0,0,0,0,16800
2020-09-12,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-12,Sagadahoc,Probable,0,0,0,0,35634
2020-09-12,Somerset,Confirmed,0,1,0,0,50592
2020-09-12,Somerset,Probable,0,0,0,0,50592
2020-09-12,Waldo,Confirmed,0,1,0,0,39694
2020-09-12,Waldo,Probable,0,0,0,0,39694
2020-09-12,Washington,Confirmed,0,0,0,0,31490
2020-09-12,Washington,Probable,0,0,0,0,31490
2020-09-12,York,Confirmed,9,15,0,1,206229
2020-09-12,York,Probable,1,3,0,0,206229
2020-09-11,Androscoggin,Confirmed,1,1,0,0,107679
2020-09-11,Androscoggin,Probable,0,0,0,0,107679
2020-09-11,Aroostook,Confirmed,0,0,0,0,67111
2020-09-11,Aroostook,Probable,0,0,0,0,67111
2020-09-11,Cumberland,Confirmed,10,3,0,0,293557
2020-09-11,Cumberland,Probable,1,0,0,0,293557
2020-09-11,Franklin,Confirmed,0,0,0,0,29897
2020-09-11,Franklin,Probable,1,0,0,0,29897
2020-09-11,Hancock,Confirmed,0,0,0,0,54811
2020-09-11,Hancock,Probable,0,0,0,0,54811
2020-09-11,Kennebec,Confirmed,0,1,0,0,122083
2020-09-11,Kennebec,Probable,0,0,0,0,122083
2020-09-11,Knox,Confirmed,0,0,0,0,39771
2020-09-11,Knox,Probable,0,0,0,0,39771
2020-09-11,Lincoln,Confirmed,0,0,0,0,34342
2020-09-11,Lincoln,Probable,0,0,0,0,34342
2020-09-11,Oxford,Confirmed,2,3,0,0,57618
2020-09-11,Oxford,Probable,0,0,0,0,57618
2020-09-11,Penobscot,Confirmed,0,1,0,0,151096
2020-09-11,Penobscot,Probable,0,0,0,0,151096
2020-09-11,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-11,Piscataquis,Probable,0,0,0,0,16800
2020-09-11,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-11,Sagadahoc,Probable,0,0,0,0,35634
2020-09-11,Somerset,Confirmed,5,2,3,0,50592
2020-09-11,Somerset,Probable,0,0,0,0,50592
2020-09-11,Waldo,Confirmed,0,0,0,0,39694
2020-09-11,Waldo,Probable,0,0,0,0,39694
2020-09-11,Washington,Confirmed,0,0,0,0,31490
2020-09-11,Washington,Probable,0,0,0,0,31490
2020-09-11,York,Confirmed,16,12,0,0,206229
2020-09-11,York,Probable,4,1,0,0,206229
2020-09-10,Androscoggin,Confirmed,2,1,0,0,107679
2020-09-10,Androscoggin,Probable,0,0,0,0,107679
2020-09-10,Aroostook,Confirmed,0,0,0,0,67111
2020-09-10,Aroostook,Probable,0,0,0,0,67111
2020-09-10,Cumberland,Confirmed,5,12,0,1,293557
2020-09-10,Cumberland,Probable,0,0,0,0,293557
2020-09-10,Franklin,Confirmed,0,0,0,0,29897
2020-09-10,Franklin,Probable,0,0,0,0,29897
2020-09-10,Hancock,Confirmed,1,0,0,0,54811
2020-09-10,Hancock,Probable,0,0,0,0,54811
2020-09-10,Kennebec,Confirmed,0,0,0,0,122083
2020-09-10,Kennebec,Probable,0,0,0,0,122083
2020-09-10,Knox,Confirmed,0,1,0,0,39771
2020-09-10,Knox,Probable,0,0,0,0,39771
2020-09-10,Lincoln,Confirmed,0,0,0,0,34342
2020-09-10,Lincoln,Probable,0,0,0,0,34342
2020-09-10,Oxford,Confirmed,5,1,0,0,57618
2020-09-10,Oxford,Probable,0,0,0,0,57618
2020-09-10,Penobscot,Confirmed,0,7,0,0,151096
2020-09-10,Penobscot,Probable,0,0,0,0,151096
2020-09-10,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-10,Piscataquis,Probable,0,0,0,0,16800
2020-09-10,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-10,Sagadahoc,Probable,0,0,0,0,35634
2020-09-10,Somerset,Confirmed,0,2,0,0,50592
2020-09-10,Somerset,Probable,0,0,0,0,50592
2020-09-10,Waldo,Confirmed,1,0,0,0,39694
2020-09-10,Waldo,Probable,0,0,0,0,39694
2020-09-10,Washington,Confirmed,0,0,0,0,31490
2020-09-10,Washington,Probable,0,0,0,0,31490
2020-09-10,York,Confirmed,15,8,0,0,206229
2020-09-10,York,Probable,0,0,0,0,206229
2020-09-09,Androscoggin,Confirmed,5,4,0,0,107679
2020-09-09,Androscoggin,Probable,0,0,0,0,107679
2020-09-09,Aroostook,Confirmed,0,0,0,0,67111
2020-09-09,Aroostook,Probable,0,0,0,0,67111
2020-09-09,Cumberland,Confirmed,4,0,0,0,293557
2020-09-09,Cumberland,Probable,0,0,0,0,293557
2020-09-09,Franklin,Confirmed,0,0,0,0,29897
2020-09-09,Franklin,Probable,0,0,0,0,29897
2020-09-09,Hancock,Confirmed,0,1,0,0,54811
2020-09-09,Hancock,Probable,0,0,0,0,54811
2020-09-09,Kennebec,Confirmed,2,1,0,0,122083
2020-09-09,Kennebec,Probable,0,0,0,0,122083
2020-09-09,Knox,Confirmed,0,0,0,0,39771
2020-09-09,Knox,Probable,0,0,0,0,39771
2020-09-09,Lincoln,Confirmed,0,0,0,0,34342
2020-09-09,Lincoln,Probable,0,0,0,0,34342
2020-09-09,Oxford,Confirmed,0,1,0,0,57618
2020-09-09,Oxford,Probable,0,0,0,0,57618
2020-09-09,Penobscot,Confirmed,2,3,0,0,151096
2020-09-09,Penobscot,Probable,0,0,0,0,151096
2020-09-09,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-09,Piscataquis,Probable,0,0,0,0,16800
2020-09-09,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-09,Sagadahoc,Probable,0,0,0,0,35634
2020-09-09,Somerset,Confirmed,3,1,0,1,50592
2020-09-09,Somerset,Probable,0,0,0,0,50592
2020-09-09,Waldo,Confirmed,0,0,0,0,39694
2020-09-09,Waldo,Probable,0,0,0,0,39694
2020-09-09,Washington,Confirmed,0,0,0,0,31490
2020-09-09,Washington,Probable,0,0,0,0,31490
2020-09-09,York,Confirmed,13,10,0,1,206229
2020-09-09,York,Probable,0,0,0,0,206229
2020-09-08,Androscoggin,Confirmed,2,4,0,0,107679
2020-09-08,Androscoggin,Probable,0,0,0,0,107679
2020-09-08,Aroostook,Confirmed,0,0,0,0,67111
2020-09-08,Aroostook,Probable,0,0,0,0,67111
2020-09-08,Cumberland,Confirmed,2,5,0,0,293557
2020-09-08,Cumberland,Probable,0,1,0,0,293557
2020-09-08,Franklin,Confirmed,0,1,0,0,29897
2020-09-08,Franklin,Probable,0,0,0,0,29897
2020-09-08,Hancock,Confirmed,0,0,0,0,54811
2020-09-08,Hancock,Probable,0,0,0,0,54811
2020-09-08,Kennebec,Confirmed,0,4,0,0,122083
2020-09-08,Kennebec,Probable,1,0,0,0,122083
2020-09-08,Knox,Confirmed,0,0,0,0,39771
2020-09-08,Knox,Probable,0,0,0,0,39771
2020-09-08,Lincoln,Confirmed,0,0,0,0,34342
2020-09-08,Lincoln,Probable,0,0,0,0,34342
2020-09-08,Oxford,Confirmed,0,1,0,0,57618
2020-09-08,Oxford,Probable,0,0,0,0,57618
2020-09-08,Penobscot,Confirmed,2,5,0,0,151096
2020-09-08,Penobscot,Probable,0,0,0,0,151096
2020-09-08,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-08,Piscataquis,Probable,0,0,0,0,16800
2020-09-08,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-08,Sagadahoc,Probable,0,0,0,0,35634
2020-09-08,Somerset,Confirmed,1,2,0,0,50592
2020-09-08,Somerset,Probable,0,0,0,0,50592
2020-09-08,Waldo,Confirmed,0,0,0,0,39694
2020-09-08,Waldo,Probable,0,1,0,0,39694
2020-09-08,Washington,Confirmed,0,0,0,0,31490
2020-09-08,Washington,Probable,0,0,0,0,31490
2020-09-08,York,Confirmed,7,18,0,0,206229
2020-09-08,York,Probable,7,1,0,0,206229
2020-09-07,Androscoggin,Confirmed,1,0,0,1,107679
2020-09-07,Androscoggin,Probable,0,0,0,0,107679
2020-09-07,Aroostook,Confirmed,0,0,0,0,67111
2020-09-07,Aroostook,Probable,0,0,0,0,67111
2020-09-07,Cumberland,Confirmed,3,2,0,0,293557
2020-09-07,Cumberland,Probable,0,1,0,0,293557
2020-09-07,Franklin,Confirmed,0,0,0,0,29897
2020-09-07,Franklin,Probable,0,0,0,0,29897
2020-09-07,Hancock,Confirmed,1,2,0,0,54811
2020-09-07,Hancock,Probable,0,0,0,0,54811
2020-09-07,Kennebec,Confirmed,0,1,0,0,122083
2020-09-07,Kennebec,Probable,0,0,0,0,122083
2020-09-07,Knox,Confirmed,0,0,0,0,39771
2020-09-07,Knox,Probable,0,0,0,0,39771
2020-09-07,Lincoln,Confirmed,0,1,0,0,34342
2020-09-07,Lincoln,Probable,0,0,0,0,34342
2020-09-07,Oxford,Confirmed,1,0,0,0,57618
2020-09-07,Oxford,Probable,0,0,0,0,57618
2020-09-07,Penobscot,Confirmed,0,1,0,0,151096
2020-09-07,Penobscot,Probable,0,0,0,0,151096
2020-09-07,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-07,Piscataquis,Probable,0,0,0,0,16800
2020-09-07,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-07,Sagadahoc,Probable,0,1,0,0,35634
2020-09-07,Somerset,Confirmed,1,1,0,1,50592
2020-09-07,Somerset,Probable,0,0,0,0,50592
2020-09-07,Waldo,Confirmed,0,0,0,0,39694
2020-09-07,Waldo,Probable,0,0,0,0,39694
2020-09-07,Washington,Confirmed,0,0,0,0,31490
2020-09-07,Washington,Probable,0,0,0,0,31490
2020-09-07,York,Confirmed,6,6,0,0,206229
2020-09-07,York,Probable,0,0,0,0,206229
2020-09-06,Androscoggin,Confirmed,1,0,0,0,107679
2020-09-06,Androscoggin,Probable,0,0,0,0,107679
2020-09-06,Aroostook,Confirmed,1,0,0,0,67111
2020-09-06,Aroostook,Probable,0,0,0,0,67111
2020-09-06,Cumberland,Confirmed,3,7,0,1,293557
2020-09-06,Cumberland,Probable,0,0,0,0,293557
2020-09-06,Franklin,Confirmed,0,1,0,0,29897
2020-09-06,Franklin,Probable,0,0,0,0,29897
2020-09-06,Hancock,Confirmed,0,1,0,0,54811
2020-09-06,Hancock,Probable,0,0,0,0,54811
2020-09-06,Kennebec,Confirmed,1,1,0,0,122083
2020-09-06,Kennebec,Probable,0,0,0,0,122083
2020-09-06,Knox,Confirmed,1,0,0,0,39771
2020-09-06,Knox,Probable,0,0,0,0,39771
2020-09-06,Lincoln,Confirmed,0,0,0,0,34342
2020-09-06,Lincoln,Probable,0,0,0,0,34342
2020-09-06,Oxford,Confirmed,0,4,0,0,57618
2020-09-06,Oxford,Probable,0,0,0,0,57618
2020-09-06,Penobscot,Confirmed,1,1,0,0,151096
2020-09-06,Penobscot,Probable,0,0,0,0,151096
2020-09-06,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-06,Piscataquis,Probable,0,0,0,0,16800
2020-09-06,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-06,Sagadahoc,Probable,0,0,0,0,35634
2020-09-06,Somerset,Confirmed,0,2,0,0,50592
2020-09-06,Somerset,Probable,0,1,0,0,50592
2020-09-06,Waldo,Confirmed,1,0,0,0,39694
2020-09-06,Waldo,Probable,0,0,0,0,39694
2020-09-06,Washington,Confirmed,0,0,0,0,31490
2020-09-06,Washington,Probable,0,0,0,0,31490
2020-09-06,York,Confirmed,10,15,0,1,206229
2020-09-06,York,Probable,0,0,0,0,206229
2020-09-05,Androscoggin,Confirmed,0,1,0,0,107679
2020-09-05,Androscoggin,Probable,0,0,0,0,107679
2020-09-05,Aroostook,Confirmed,0,0,0,0,67111
2020-09-05,Aroostook,Probable,0,0,0,0,67111
2020-09-05,Cumberland,Confirmed,1,3,0,0,293557
2020-09-05,Cumberland,Probable,0,1,0,0,293557
2020-09-05,Franklin,Confirmed,0,0,0,0,29897
2020-09-05,Franklin,Probable,0,0,0,0,29897
2020-09-05,Hancock,Confirmed,0,0,0,0,54811
2020-09-05,Hancock,Probable,0,0,0,0,54811
2020-09-05,Kennebec,Confirmed,1,0,0,0,122083
2020-09-05,Kennebec,Probable,0,0,0,0,122083
2020-09-05,Knox,Confirmed,0,2,0,0,39771
2020-09-05,Knox,Probable,0,0,0,0,39771
2020-09-05,Lincoln,Confirmed,0,0,0,0,34342
2020-09-05,Lincoln,Probable,0,0,0,0,34342
2020-09-05,Oxford,Confirmed,1,0,0,0,57618
2020-09-05,Oxford,Probable,0,0,0,0,57618
2020-09-05,Penobscot,Confirmed,2,2,0,0,151096
2020-09-05,Penobscot,Probable,0,0,0,0,151096
2020-09-05,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-05,Piscataquis,Probable,0,0,0,0,16800
2020-09-05,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-05,Sagadahoc,Probable,0,0,0,0,35634
2020-09-05,Somerset,Confirmed,0,0,0,0,50592
2020-09-05,Somerset,Probable,0,0,0,0,50592
2020-09-05,Waldo,Confirmed,1,0,0,0,39694
2020-09-05,Waldo,Probable,0,0,0,0,39694
2020-09-05,Washington,Confirmed,0,0,0,0,31490
2020-09-05,Washington,Probable,0,0,0,0,31490
2020-09-05,York,Confirmed,9,16,0,0,206229
2020-09-05,York,Probable,0,0,0,0,206229
2020-09-04,Androscoggin,Confirmed,3,10,0,0,107679
2020-09-04,Androscoggin,Probable,0,0,0,0,107679
2020-09-04,Aroostook,Confirmed,1,2,0,0,67111
2020-09-04,Aroostook,Probable,0,0,0,0,67111
2020-09-04,Cumberland,Confirmed,3,2,0,0,293557
2020-09-04,Cumberland,Probable,0,0,0,0,293557
2020-09-04,Franklin,Confirmed,0,1,0,0,29897
2020-09-04,Franklin,Probable,0,0,0,0,29897
2020-09-04,Hancock,Confirmed,0,0,0,0,54811
2020-09-04,Hancock,Probable,0,0,0,0,54811
2020-09-04,Kennebec,Confirmed,2,0,0,0,122083
2020-09-04,Kennebec,Probable,0,0,0,0,122083
2020-09-04,Knox,Confirmed,0,0,0,0,39771
2020-09-04,Knox,Probable,0,0,0,0,39771
2020-09-04,Lincoln,Confirmed,0,0,0,0,34342
2020-09-04,Lincoln,Probable,0,0,0,0,34342
2020-09-04,Oxford,Confirmed,2,0,0,0,57618
2020-09-04,Oxford,Probable,0,0,0,0,57618
2020-09-04,Penobscot,Confirmed,4,3,0,0,151096
2020-09-04,Penobscot,Probable,0,0,0,0,151096
2020-09-04,Piscataquis,Confirmed,0,1,0,0,16800
2020-09-04,Piscataquis,Probable,0,0,0,0,16800
2020-09-04,Sagadahoc,Confirmed,1,0,0,0,35634
2020-09-04,Sagadahoc,Probable,0,0,0,0,35634
2020-09-04,Somerset,Confirmed,1,2,0,0,50592
2020-09-04,Somerset,Probable,0,1,0,0,50592
2020-09-04,Waldo,Confirmed,0,0,0,0,39694
2020-09-04,Waldo,Probable,0,0,0,0,39694
2020-09-04,Washington,Confirmed,0,0,0,0,31490
2020-09-04,Washington,Probable,0,0,0,0,31490
2020-09-04,York,Confirmed,13,10,0,1,206229
2020-09-04,York,Probable,1,1,0,0,206229
2020-09-03,Androscoggin,Confirmed,1,3,0,0,107679
2020-09-03,Androscoggin,Probable,0,0,0,0,107679
2020-09-03,Aroostook,Confirmed,0,1,0,0,67111
2020-09-03,Aroostook,Probable,0,0,0,0,67111
2020-09-03,Cumberland,Confirmed,6,0,0,1,293557
2020-09-03,Cumberland,Probable,0,0,0,0,293557
2020-09-03,Franklin,Confirmed,0,0,0,0,29897
2020-09-03,Franklin,Probable,0,0,0,0,29897
2020-09-03,Hancock,Confirmed,0,0,0,0,54811
2020-09-03,Hancock,Probable,0,0,0,0,54811
2020-09-03,Kennebec,Confirmed,0,2,0,0,122083
2020-09-03,Kennebec,Probable,0,0,0,0,122083
2020-09-03,Knox,Confirmed,2,0,0,0,39771
2020-09-03,Knox,Probable,0,0,0,0,39771
2020-09-03,Lincoln,Confirmed,0,0,0,0,34342
2020-09-03,Lincoln,Probable,0,0,0,0,34342
2020-09-03,Oxford,Confirmed,1,1,0,0,57618
2020-09-03,Oxford,Probable,0,0,0,0,57618
2020-09-03,Penobscot,Confirmed,1,3,0,0,151096
2020-09-03,Penobscot,Probable,0,0,0,0,151096
2020-09-03,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-03,Piscataquis,Probable,0,0,0,0,16800
2020-09-03,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-03,Sagadahoc,Probable,0,0,0,0,35634
2020-09-03,Somerset,Confirmed,3,1,1,0,50592
2020-09-03,Somerset,Probable,0,0,0,0,50592
2020-09-03,Waldo,Confirmed,0,0,0,0,39694
2020-09-03,Waldo,Probable,0,0,0,0,39694
2020-09-03,Washington,Confirmed,0,0,0,0,31490
2020-09-03,Washington,Probable,0,0,0,0,31490
2020-09-03,York,Confirmed,5,7,0,0,206229
2020-09-03,York,Probable,0,3,0,0,206229
2020-09-02,Androscoggin,Confirmed,5,1,0,0,107679
2020-09-02,Androscoggin,Probable,0,0,0,0,107679
2020-09-02,Aroostook,Confirmed,0,0,0,0,67111
2020-09-02,Aroostook,Probable,0,0,0,0,67111
2020-09-02,Cumberland,Confirmed,9,3,0,0,293557
2020-09-02,Cumberland,Probable,0,0,0,0,293557
2020-09-02,Franklin,Confirmed,0,0,0,0,29897
2020-09-02,Franklin,Probable,0,0,0,0,29897
2020-09-02,Hancock,Confirmed,3,0,0,0,54811
2020-09-02,Hancock,Probable,0,0,0,0,54811
2020-09-02,Kennebec,Confirmed,1,1,0,0,122083
2020-09-02,Kennebec,Probable,0,0,0,0,122083
2020-09-02,Knox,Confirmed,0,0,0,0,39771
2020-09-02,Knox,Probable,0,0,0,0,39771
2020-09-02,Lincoln,Confirmed,0,0,0,0,34342
2020-09-02,Lincoln,Probable,0,0,0,0,34342
2020-09-02,Oxford,Confirmed,3,0,0,0,57618
2020-09-02,Oxford,Probable,0,1,0,0,57618
2020-09-02,Penobscot,Confirmed,6,2,0,0,151096
2020-09-02,Penobscot,Probable,0,0,0,0,151096
2020-09-02,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-02,Piscataquis,Probable,0,0,0,0,16800
2020-09-02,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-02,Sagadahoc,Probable,0,0,0,0,35634
2020-09-02,Somerset,Confirmed,4,1,0,1,50592
2020-09-02,Somerset,Probable,0,0,0,0,50592
2020-09-02,Waldo,Confirmed,0,0,0,0,39694
2020-09-02,Waldo,Probable,1,0,0,0,39694
2020-09-02,Washington,Confirmed,0,0,0,0,31490
2020-09-02,Washington,Probable,0,0,0,0,31490
2020-09-02,York,Confirmed,18,2,0,0,206229
2020-09-02,York,Probable,0,0,0,0,206229
2020-09-01,Androscoggin,Confirmed,3,2,0,0,107679
2020-09-01,Androscoggin,Probable,0,0,0,0,107679
2020-09-01,Aroostook,Confirmed,0,0,0,0,67111
2020-09-01,Aroostook,Probable,0,0,0,0,67111
2020-09-01,Cumberland,Confirmed,1,1,0,0,293557
2020-09-01,Cumberland,Probable,0,0,0,0,293557
2020-09-01,Franklin,Confirmed,1,0,0,0,29897
2020-09-01,Franklin,Probable,0,0,0,0,29897
2020-09-01,Hancock,Confirmed,0,0,0,0,54811
2020-09-01,Hancock,Probable,0,0,0,0,54811
2020-09-01,Kennebec,Confirmed,0,1,0,0,122083
2020-09-01,Kennebec,Probable,0,0,0,0,122083
2020-09-01,Knox,Confirmed,1,0,0,0,39771
2020-09-01,Knox,Probable,0,0,0,0,39771
2020-09-01,Lincoln,Confirmed,0,0,0,0,34342
2020-09-01,Lincoln,Probable,0,0,0,0,34342
2020-09-01,Oxford,Confirmed,2,1,0,0,57618
2020-09-01,Oxford,Probable,0,0,0,0,57618
2020-09-01,Penobscot,Confirmed,4,3,0,0,151096
2020-09-01,Penobscot,Probable,0,0,0,0,151096
2020-09-01,Piscataquis,Confirmed,0,0,0,0,16800
2020-09-01,Piscataquis,Probable,0,0,0,0,16800
2020-09-01,Sagadahoc,Confirmed,0,0,0,0,35634
2020-09-01,Sagadahoc,Probable,0,0,0,0,35634
2020-09-01,Somerset,Confirmed,0,0,0,0,50592
2020-09-01,Somerset,Probable,0,0,0,0,50592
2020-09-01,Waldo,Confirmed,0,2,0,0,39694
2020-09-01,Waldo,Probable,0,0,0,0,39694
2020-09-01,Washington,Confirmed,0,0,0,0,31490
2020-09-01,Washington,Probable,0,0,0,0,31490
2020-09-01,York,Confirmed,8,6,0,1,206229
2020-09-01,York,Probable,2,2,0,0,206229
2020-08-31,Androscoggin,Confirmed,1,1,0,0,107679
2020-08-31,Androscoggin,Probable,0,0,0,0,107679
2020-08-31,Aroostook,Confirmed,0,0,0,0,67111
2020-08-31,Aroostook,Probable,0,0,0,0,67111
2020-08-31,Cumberland,Confirmed,5,6,0,0,293557
2020-08-31,Cumberland,Probable,0,0,0,0,293557
2020-08-31,Franklin,Confirmed,0,1,0,0,29897
2020-08-31,Franklin,Probable,0,0,0,0,29897
2020-08-31,Hancock,Confirmed,2,0,0,0,54811
2020-08-31,Hancock,Probable,0,0,0,0,54811
2020-08-31,Kennebec,Confirmed,1,1,0,0,122083
2020-08-31,Kennebec,Probable,0,1,0,0,122083
2020-08-31,Knox,Confirmed,0,1,0,0,39771
2020-08-31,Knox,Probable,0,0,0,0,39771
2020-08-31,Lincoln,Confirmed,0,0,0,0,34342
2020-08-31,Lincoln,Probable,0,0,0,0,34342
2020-08-31,Oxford,Confirmed,1,0,0,0,57618
2020-08-31,Oxford,Probable,0,0,0,0,57618
2020-08-31,Penobscot,Confirmed,1,8,0,0,151096
2020-08-31,Penobscot,Probable,0,0,0,0,151096
2020-08-31,Piscataquis,Confirmed,0,0,0,0,16800
2020-08-31,Piscataquis,Probable,0,0,0,0,16800
2020-08-31,Sagadahoc,Confirmed,0,1,0,0,35634
2020-08-31,Sagadahoc,Probable,0,0,0,0,35634
2020-08-31,Somerset,Confirmed,2,0,0,0,50592
2020-08-31,Somerset,Probable,1,0,0,0,50592
2020-08-31,Waldo,Confirmed,0,0,0,0,39694
2020-08-31,Waldo,Probable,0,0,0,0,39694
2020-08-31,Washington,Confirmed,0,0,0,0,31490
2020-08-31,Washington,Probable,0,0,0,0,31490
2020-08-31,York,Confirmed,7,5,0,1,206229
2020-08-31,York,Probable,0,0,0,0,206229
2020-08-30,Androscoggin,Confirmed,0,2,0,0,107679
2020-08-30,Androscoggin,Probable,0,0,0,0,107679
2020-08-30,Aroostook,Confirmed,0,0,0,0,67111
2020-08-30,Aroostook,Probable,0,0,0,0,67111
2020-08-30,Cumberland,Confirmed,4,5,0,0,293557
2020-08-30,Cumberland,Probable,1,0,0,0,293557
2020-08-30,Franklin,Confirmed,0,0,0,0,29897
2020-08-30,Franklin,Probable,0,0,0,0,29897
2020-08-30,Hancock,Confirmed,0,0,0,0,54811
2020-08-30,Hancock,Probable,0,0,0,0,54811
2020-08-30,Kennebec,Confirmed,1,1,0,0,122083
2020-08-30,Kennebec,Probable,1,0,0,0,122083
